subject_id,itemB,causal_itemA,similar_itemA,explanation_type,satisfactory,causal_itemA_causal_distance,causal_itemA_freesort_distance,causal_itemA_freesort_minus_causal,similar_itemA_causal_distance,similar_itemA_freesort_distance,similar_itemA_freesort_minus_causal
subj_10,hear something,take a walk,see something,Intrinsic,31,0.23,0.86,0.62,0.49,0.05,-0.44
subj_10,get tired,jump up and down,feel scared,Direct,77,0.04,0.78,0.73,0.47,0.5,0.03
subj_10,get tired,jump up and down,feel scared,Intrinsic,65,0.04,0.78,0.73,0.47,0.5,0.03
subj_10,get sick,see something,get tired,Direct,45,0.4,0.95,0.55,0.42,0.37,-0.06
subj_10,get sick,see something,get tired,Intrinsic,11,0.4,0.95,0.55,0.42,0.37,-0.06
subj_10,jump up and down,think about something,sit down,Direct,10,0.39,0.99,0.6,1,0.3,-0.7
subj_10,jump up and down,think about something,sit down,Intrinsic,6,0.39,0.99,0.6,1,0.3,-0.7
subj_10,choose what to do,feel scared,remember something,Direct,34,0.16,0.78,0.62,0.1,0.42,0.32
subj_10,choose what to do,feel scared,remember something,Intrinsic,60,0.16,0.78,0.62,0.1,0.42,0.32
subj_10,take a walk,think about something,jump up and down,Direct,67,0.25,0.86,0.61,0.76,0.17,-0.59
subj_10,take a walk,think about something,jump up and down,Intrinsic,2,0.25,0.86,0.61,0.76,0.17,-0.59
subj_10,see something,take a walk,hear something,Direct,65,0.17,0.86,0.69,0.46,0.05,-0.41
subj_10,see something,take a walk,hear something,Intrinsic,35,0.17,0.86,0.69,0.46,0.05,-0.41
subj_10,feel scared,see something,become hungry,Direct,73,0.06,0.78,0.71,0.63,0.58,-0.05
subj_10,feel scared,see something,become hungry,Intrinsic,31,0.06,0.78,0.71,0.63,0.58,-0.05
subj_10,experience pain,kick something,feel scared,Direct,73,0.07,0.72,0.65,0.34,0.32,-0.02
subj_10,experience pain,kick something,feel scared,Intrinsic,68,0.07,0.72,0.65,0.34,0.32,-0.02
subj_10,remember something,take a walk,think about something,Direct,78,0.22,0.91,0.69,0,0,0
subj_10,remember something,take a walk,think about something,Intrinsic,81,0.22,0.91,0.69,0,0,0
subj_10,become hungry,take a walk,experience pain,Direct,35,0.14,0.79,0.65,0.72,0.49,-0.22
subj_10,become hungry,take a walk,experience pain,Intrinsic,14,0.14,0.79,0.65,0.72,0.49,-0.22
subj_10,kick something,think about something,jump up and down,Direct,22,0.4,0.9,0.5,0.61,0.26,-0.35
subj_10,kick something,think about something,jump up and down,Intrinsic,12,0.4,0.9,0.5,0.61,0.26,-0.35
subj_10,sit down,experience pain,jump up and down,Direct,67,0.08,0.87,0.79,0.61,0.3,-0.31
subj_10,sit down,experience pain,jump up and down,Intrinsic,23,0.08,0.87,0.79,0.61,0.3,-0.31
subj_10,think about something,take a walk,remember something,Direct,87,0.15,0.86,0.72,0.01,0,-0.01
subj_10,think about something,take a walk,remember something,Intrinsic,84,0.15,0.86,0.72,0.01,0,-0.01
subj_11,see something,take a walk,hear something,Direct,13,0.17,0.86,0.69,0.46,0.05,-0.41
subj_11,see something,take a walk,hear something,Intrinsic,0,0.17,0.86,0.69,0.46,0.05,-0.41
subj_11,jump up and down,think about something,sit down,Direct,34,0.39,0.99,0.6,1,0.3,-0.7
subj_11,jump up and down,think about something,sit down,Intrinsic,7,0.39,0.99,0.6,1,0.3,-0.7
subj_11,reach for something,become hungry,kick something,Direct,83,0.18,0.83,0.65,0.62,0.49,-0.14
subj_11,reach for something,become hungry,kick something,Intrinsic,61,0.18,0.83,0.65,0.62,0.49,-0.14
subj_11,think about something,take a walk,remember something,Direct,52,0.15,0.86,0.72,0.01,0,-0.01
subj_11,think about something,take a walk,remember something,Intrinsic,100,0.15,0.86,0.72,0.01,0,-0.01
subj_11,become hungry,take a walk,experience pain,Direct,57,0.14,0.79,0.65,0.72,0.49,-0.22
subj_11,become hungry,take a walk,experience pain,Intrinsic,0,0.14,0.79,0.65,0.72,0.49,-0.22
subj_11,hear something,take a walk,see something,Direct,0,0.23,0.86,0.62,0.49,0.05,-0.44
subj_11,hear something,take a walk,see something,Intrinsic,0,0.23,0.86,0.62,0.49,0.05,-0.44
subj_11,kick something,think about something,jump up and down,Direct,0,0.4,0.9,0.5,0.61,0.26,-0.35
subj_11,kick something,think about something,jump up and down,Intrinsic,67,0.4,0.9,0.5,0.61,0.26,-0.35
subj_11,remember something,take a walk,think about something,Direct,67,0.22,0.91,0.69,0,0,0
subj_11,remember something,take a walk,think about something,Intrinsic,100,0.22,0.91,0.69,0,0,0
subj_11,sit down,experience pain,jump up and down,Direct,100,0.08,0.87,0.79,0.61,0.3,-0.31
subj_11,sit down,experience pain,jump up and down,Intrinsic,95,0.08,0.87,0.79,0.61,0.3,-0.31
subj_11,take a walk,think about something,jump up and down,Direct,78,0.25,0.86,0.61,0.76,0.17,-0.59
subj_11,take a walk,think about something,jump up and down,Intrinsic,3,0.25,0.86,0.61,0.76,0.17,-0.59
subj_11,experience pain,kick something,feel scared,Direct,80,0.07,0.72,0.65,0.34,0.32,-0.02
subj_11,experience pain,kick something,feel scared,Intrinsic,66,0.07,0.72,0.65,0.34,0.32,-0.02
subj_11,get tired,jump up and down,feel scared,Direct,89,0.04,0.78,0.73,0.47,0.5,0.03
subj_11,get tired,jump up and down,feel scared,Intrinsic,10,0.04,0.78,0.73,0.47,0.5,0.03
subj_11,feel scared,see something,become hungry,Direct,100,0.06,0.78,0.71,0.63,0.58,-0.05
subj_11,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_11,get sick,see something,get tired,Direct,65,0.4,0.95,0.55,0.42,0.37,-0.06
subj_11,get sick,see something,get tired,Intrinsic,60,0.4,0.95,0.55,0.42,0.37,-0.06
subj_11,choose what to do,feel scared,remember something,Direct,85,0.16,0.78,0.62,0.1,0.42,0.32
subj_11,choose what to do,feel scared,remember something,Intrinsic,100,0.16,0.78,0.62,0.1,0.42,0.32
subj_12,take a walk,think about something,jump up and down,Direct,65,0.25,0.86,0.61,0.76,0.17,-0.59
subj_12,take a walk,think about something,jump up and down,Intrinsic,4,0.25,0.86,0.61,0.76,0.17,-0.59
subj_12,jump up and down,think about something,sit down,Direct,34,0.39,0.99,0.6,1,0.3,-0.7
subj_12,jump up and down,think about something,sit down,Intrinsic,3,0.39,0.99,0.6,1,0.3,-0.7
subj_12,feel scared,see something,become hungry,Direct,67,0.06,0.78,0.71,0.63,0.58,-0.05
subj_12,feel scared,see something,become hungry,Intrinsic,32,0.06,0.78,0.71,0.63,0.58,-0.05
subj_12,see something,take a walk,hear something,Direct,59,0.17,0.86,0.69,0.46,0.05,-0.41
subj_12,see something,take a walk,hear something,Intrinsic,50,0.17,0.86,0.69,0.46,0.05,-0.41
subj_12,get sick,see something,get tired,Direct,64,0.4,0.95,0.55,0.42,0.37,-0.06
subj_12,get sick,see something,get tired,Intrinsic,39,0.4,0.95,0.55,0.42,0.37,-0.06
subj_12,get tired,jump up and down,feel scared,Direct,71,0.04,0.78,0.73,0.47,0.5,0.03
subj_12,get tired,jump up and down,feel scared,Intrinsic,34,0.04,0.78,0.73,0.47,0.5,0.03
subj_12,reach for something,become hungry,kick something,Direct,74,0.18,0.83,0.65,0.62,0.49,-0.14
subj_12,reach for something,become hungry,kick something,Intrinsic,36,0.18,0.83,0.65,0.62,0.49,-0.14
subj_12,hear something,take a walk,see something,Direct,65,0.23,0.86,0.62,0.49,0.05,-0.44
subj_12,hear something,take a walk,see something,Intrinsic,56,0.23,0.86,0.62,0.49,0.05,-0.44
subj_12,experience pain,kick something,feel scared,Direct,66,0.07,0.72,0.65,0.34,0.32,-0.02
subj_12,experience pain,kick something,feel scared,Intrinsic,57,0.07,0.72,0.65,0.34,0.32,-0.02
subj_12,sit down,experience pain,jump up and down,Direct,70,0.08,0.87,0.79,0.61,0.3,-0.31
subj_12,sit down,experience pain,jump up and down,Intrinsic,41,0.08,0.87,0.79,0.61,0.3,-0.31
subj_12,become hungry,take a walk,experience pain,Direct,66,0.14,0.79,0.65,0.72,0.49,-0.22
subj_12,become hungry,take a walk,experience pain,Intrinsic,39,0.14,0.79,0.65,0.72,0.49,-0.22
subj_12,kick something,think about something,jump up and down,Direct,50,0.4,0.9,0.5,0.61,0.26,-0.35
subj_12,kick something,think about something,jump up and down,Intrinsic,29,0.4,0.9,0.5,0.61,0.26,-0.35
subj_12,think about something,take a walk,remember something,Direct,63,0.15,0.86,0.72,0.01,0,-0.01
subj_12,think about something,take a walk,remember something,Intrinsic,53,0.15,0.86,0.72,0.01,0,-0.01
subj_12,choose what to do,feel scared,remember something,Direct,51,0.16,0.78,0.62,0.1,0.42,0.32
subj_12,choose what to do,feel scared,remember something,Intrinsic,46,0.16,0.78,0.62,0.1,0.42,0.32
subj_12,remember something,take a walk,think about something,Direct,69,0.22,0.91,0.69,0,0,0
subj_12,remember something,take a walk,think about something,Intrinsic,61,0.22,0.91,0.69,0,0,0
subj_13,get sick,see something,get tired,Direct,93,0.4,0.95,0.55,0.42,0.37,-0.06
subj_13,get sick,see something,get tired,Intrinsic,17,0.4,0.95,0.55,0.42,0.37,-0.06
subj_13,choose what to do,feel scared,remember something,Direct,50,0.16,0.78,0.62,0.1,0.42,0.32
subj_13,choose what to do,feel scared,remember something,Intrinsic,49,0.16,0.78,0.62,0.1,0.42,0.32
subj_13,think about something,take a walk,remember something,Direct,50,0.15,0.86,0.72,0.01,0,-0.01
subj_13,think about something,take a walk,remember something,Intrinsic,78,0.15,0.86,0.72,0.01,0,-0.01
subj_13,feel scared,see something,become hungry,Direct,98,0.06,0.78,0.71,0.63,0.58,-0.05
subj_13,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_13,sit down,experience pain,jump up and down,Direct,100,0.08,0.87,0.79,0.61,0.3,-0.31
subj_13,sit down,experience pain,jump up and down,Intrinsic,0,0.08,0.87,0.79,0.61,0.3,-0.31
subj_13,hear something,take a walk,see something,Direct,95,0.23,0.86,0.62,0.49,0.05,-0.44
subj_13,hear something,take a walk,see something,Intrinsic,21,0.23,0.86,0.62,0.49,0.05,-0.44
subj_13,jump up and down,think about something,sit down,Direct,35,0.39,0.99,0.6,1,0.3,-0.7
subj_13,jump up and down,think about something,sit down,Intrinsic,1,0.39,0.99,0.6,1,0.3,-0.7
subj_13,get tired,jump up and down,feel scared,Direct,100,0.04,0.78,0.73,0.47,0.5,0.03
subj_13,get tired,jump up and down,feel scared,Intrinsic,50,0.04,0.78,0.73,0.47,0.5,0.03
subj_13,see something,take a walk,hear something,Direct,100,0.17,0.86,0.69,0.46,0.05,-0.41
subj_13,see something,take a walk,hear something,Intrinsic,57,0.17,0.86,0.69,0.46,0.05,-0.41
subj_13,experience pain,kick something,feel scared,Direct,100,0.07,0.72,0.65,0.34,0.32,-0.02
subj_13,experience pain,kick something,feel scared,Intrinsic,83,0.07,0.72,0.65,0.34,0.32,-0.02
subj_13,kick something,think about something,jump up and down,Direct,78,0.4,0.9,0.5,0.61,0.26,-0.35
subj_13,kick something,think about something,jump up and down,Intrinsic,100,0.4,0.9,0.5,0.61,0.26,-0.35
subj_13,take a walk,think about something,jump up and down,Direct,95,0.25,0.86,0.61,0.76,0.17,-0.59
subj_13,take a walk,think about something,jump up and down,Intrinsic,2,0.25,0.86,0.61,0.76,0.17,-0.59
subj_13,reach for something,become hungry,kick something,Direct,96,0.18,0.83,0.65,0.62,0.49,-0.14
subj_13,reach for something,become hungry,kick something,Intrinsic,0,0.18,0.83,0.65,0.62,0.49,-0.14
subj_13,become hungry,take a walk,experience pain,Direct,97,0.14,0.79,0.65,0.72,0.49,-0.22
subj_13,become hungry,take a walk,experience pain,Intrinsic,50,0.14,0.79,0.65,0.72,0.49,-0.22
subj_13,remember something,take a walk,think about something,Direct,50,0.22,0.91,0.69,0,0,0
subj_13,remember something,take a walk,think about something,Intrinsic,87,0.22,0.91,0.69,0,0,0
subj_14,think about something,take a walk,remember something,Direct,77,0.15,0.86,0.72,0.01,0,-0.01
subj_14,think about something,take a walk,remember something,Intrinsic,100,0.15,0.86,0.72,0.01,0,-0.01
subj_14,remember something,take a walk,think about something,Direct,80,0.22,0.91,0.69,0,0,0
subj_14,remember something,take a walk,think about something,Intrinsic,100,0.22,0.91,0.69,0,0,0
subj_14,get tired,jump up and down,feel scared,Direct,100,0.04,0.78,0.73,0.47,0.5,0.03
subj_14,get tired,jump up and down,feel scared,Intrinsic,3,0.04,0.78,0.73,0.47,0.5,0.03
subj_14,experience pain,kick something,feel scared,Direct,93,0.07,0.72,0.65,0.34,0.32,-0.02
subj_14,experience pain,kick something,feel scared,Intrinsic,83,0.07,0.72,0.65,0.34,0.32,-0.02
subj_14,kick something,think about something,jump up and down,Direct,60,0.4,0.9,0.5,0.61,0.26,-0.35
subj_14,kick something,think about something,jump up and down,Intrinsic,29,0.4,0.9,0.5,0.61,0.26,-0.35
subj_14,reach for something,become hungry,kick something,Direct,89,0.18,0.83,0.65,0.62,0.49,-0.14
subj_14,reach for something,become hungry,kick something,Intrinsic,40,0.18,0.83,0.65,0.62,0.49,-0.14
subj_14,feel scared,see something,become hungry,Direct,94,0.06,0.78,0.71,0.63,0.58,-0.05
subj_14,feel scared,see something,become hungry,Intrinsic,9,0.06,0.78,0.71,0.63,0.58,-0.05
subj_14,see something,take a walk,hear something,Direct,95,0.17,0.86,0.69,0.46,0.05,-0.41
subj_14,see something,take a walk,hear something,Intrinsic,61,0.17,0.86,0.69,0.46,0.05,-0.41
subj_14,sit down,experience pain,jump up and down,Direct,75,0.08,0.87,0.79,0.61,0.3,-0.31
subj_14,sit down,experience pain,jump up and down,Intrinsic,79,0.08,0.87,0.79,0.61,0.3,-0.31
subj_14,jump up and down,think about something,sit down,Direct,68,0.39,0.99,0.6,1,0.3,-0.7
subj_14,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_14,hear something,take a walk,see something,Direct,92,0.23,0.86,0.62,0.49,0.05,-0.44
subj_14,hear something,take a walk,see something,Intrinsic,78,0.23,0.86,0.62,0.49,0.05,-0.44
subj_14,get sick,see something,get tired,Direct,22,0.4,0.95,0.55,0.42,0.37,-0.06
subj_14,get sick,see something,get tired,Intrinsic,63,0.4,0.95,0.55,0.42,0.37,-0.06
subj_14,become hungry,take a walk,experience pain,Direct,76,0.14,0.79,0.65,0.72,0.49,-0.22
subj_14,become hungry,take a walk,experience pain,Intrinsic,4,0.14,0.79,0.65,0.72,0.49,-0.22
subj_14,choose what to do,feel scared,remember something,Direct,66,0.16,0.78,0.62,0.1,0.42,0.32
subj_14,choose what to do,feel scared,remember something,Intrinsic,90,0.16,0.78,0.62,0.1,0.42,0.32
subj_14,take a walk,think about something,jump up and down,Direct,70,0.25,0.86,0.61,0.76,0.17,-0.59
subj_14,take a walk,think about something,jump up and down,Intrinsic,21,0.25,0.86,0.61,0.76,0.17,-0.59
subj_15,experience pain,kick something,feel scared,Direct,95,0.07,0.72,0.65,0.34,0.32,-0.02
subj_15,experience pain,kick something,feel scared,Intrinsic,0,0.07,0.72,0.65,0.34,0.32,-0.02
subj_15,jump up and down,think about something,sit down,Direct,73,0.39,0.99,0.6,1,0.3,-0.7
subj_15,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_15,remember something,take a walk,think about something,Direct,49,0.22,0.91,0.69,0,0,0
subj_15,remember something,take a walk,think about something,Intrinsic,98,0.22,0.91,0.69,0,0,0
subj_15,kick something,think about something,jump up and down,Direct,63,0.4,0.9,0.5,0.61,0.26,-0.35
subj_15,kick something,think about something,jump up and down,Intrinsic,2,0.4,0.9,0.5,0.61,0.26,-0.35
subj_15,hear something,take a walk,see something,Direct,98,0.23,0.86,0.62,0.49,0.05,-0.44
subj_15,hear something,take a walk,see something,Intrinsic,30,0.23,0.86,0.62,0.49,0.05,-0.44
subj_15,become hungry,take a walk,experience pain,Direct,87,0.14,0.79,0.65,0.72,0.49,-0.22
subj_15,become hungry,take a walk,experience pain,Intrinsic,0,0.14,0.79,0.65,0.72,0.49,-0.22
subj_15,reach for something,become hungry,kick something,Direct,98,0.18,0.83,0.65,0.62,0.49,-0.14
subj_15,reach for something,become hungry,kick something,Intrinsic,81,0.18,0.83,0.65,0.62,0.49,-0.14
subj_15,feel scared,see something,become hungry,Direct,99,0.06,0.78,0.71,0.63,0.58,-0.05
subj_15,feel scared,see something,become hungry,Intrinsic,26,0.06,0.78,0.71,0.63,0.58,-0.05
subj_15,sit down,experience pain,jump up and down,Direct,94,0.08,0.87,0.79,0.61,0.3,-0.31
subj_15,sit down,experience pain,jump up and down,Intrinsic,66,0.08,0.87,0.79,0.61,0.3,-0.31
subj_15,think about something,take a walk,remember something,Direct,76,0.15,0.86,0.72,0.01,0,-0.01
subj_15,think about something,take a walk,remember something,Intrinsic,92,0.15,0.86,0.72,0.01,0,-0.01
subj_15,take a walk,think about something,jump up and down,Direct,98,0.25,0.86,0.61,0.76,0.17,-0.59
subj_15,take a walk,think about something,jump up and down,Intrinsic,15,0.25,0.86,0.61,0.76,0.17,-0.59
subj_15,get sick,see something,get tired,Direct,9,0.4,0.95,0.55,0.42,0.37,-0.06
subj_15,get sick,see something,get tired,Intrinsic,50,0.4,0.95,0.55,0.42,0.37,-0.06
subj_15,choose what to do,feel scared,remember something,Direct,96,0.16,0.78,0.62,0.1,0.42,0.32
subj_15,choose what to do,feel scared,remember something,Intrinsic,100,0.16,0.78,0.62,0.1,0.42,0.32
subj_15,get tired,jump up and down,feel scared,Direct,98,0.04,0.78,0.73,0.47,0.5,0.03
subj_15,get tired,jump up and down,feel scared,Intrinsic,76,0.04,0.78,0.73,0.47,0.5,0.03
subj_15,see something,take a walk,hear something,Direct,96,0.17,0.86,0.69,0.46,0.05,-0.41
subj_15,see something,take a walk,hear something,Intrinsic,75,0.17,0.86,0.69,0.46,0.05,-0.41
subj_17,remember something,take a walk,think about something,Direct,24,0.22,0.91,0.69,0,0,0
subj_17,remember something,take a walk,think about something,Intrinsic,23,0.22,0.91,0.69,0,0,0
subj_17,see something,take a walk,hear something,Direct,35,0.17,0.86,0.69,0.46,0.05,-0.41
subj_17,see something,take a walk,hear something,Intrinsic,26,0.17,0.86,0.69,0.46,0.05,-0.41
subj_17,jump up and down,think about something,sit down,Direct,22,0.39,0.99,0.6,1,0.3,-0.7
subj_17,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_17,think about something,take a walk,remember something,Direct,31,0.15,0.86,0.72,0.01,0,-0.01
subj_17,think about something,take a walk,remember something,Intrinsic,24,0.15,0.86,0.72,0.01,0,-0.01
subj_17,reach for something,become hungry,kick something,Direct,50,0.18,0.83,0.65,0.62,0.49,-0.14
subj_17,reach for something,become hungry,kick something,Intrinsic,13,0.18,0.83,0.65,0.62,0.49,-0.14
subj_17,get tired,jump up and down,feel scared,Direct,50,0.04,0.78,0.73,0.47,0.5,0.03
subj_17,get tired,jump up and down,feel scared,Intrinsic,17,0.04,0.78,0.73,0.47,0.5,0.03
subj_17,hear something,take a walk,see something,Direct,50,0.23,0.86,0.62,0.49,0.05,-0.44
subj_17,hear something,take a walk,see something,Intrinsic,24,0.23,0.86,0.62,0.49,0.05,-0.44
subj_17,choose what to do,feel scared,remember something,Direct,31,0.16,0.78,0.62,0.1,0.42,0.32
subj_17,choose what to do,feel scared,remember something,Intrinsic,35,0.16,0.78,0.62,0.1,0.42,0.32
subj_17,take a walk,think about something,jump up and down,Direct,15,0.25,0.86,0.61,0.76,0.17,-0.59
subj_17,take a walk,think about something,jump up and down,Intrinsic,12,0.25,0.86,0.61,0.76,0.17,-0.59
subj_17,get sick,see something,get tired,Direct,16,0.4,0.95,0.55,0.42,0.37,-0.06
subj_17,get sick,see something,get tired,Intrinsic,44,0.4,0.95,0.55,0.42,0.37,-0.06
subj_17,kick something,think about something,jump up and down,Direct,19,0.4,0.9,0.5,0.61,0.26,-0.35
subj_17,kick something,think about something,jump up and down,Intrinsic,8,0.4,0.9,0.5,0.61,0.26,-0.35
subj_17,become hungry,take a walk,experience pain,Direct,54,0.14,0.79,0.65,0.72,0.49,-0.22
subj_17,become hungry,take a walk,experience pain,Intrinsic,18,0.14,0.79,0.65,0.72,0.49,-0.22
subj_17,experience pain,kick something,feel scared,Direct,59,0.07,0.72,0.65,0.34,0.32,-0.02
subj_17,experience pain,kick something,feel scared,Intrinsic,54,0.07,0.72,0.65,0.34,0.32,-0.02
subj_17,sit down,experience pain,jump up and down,Direct,59,0.08,0.87,0.79,0.61,0.3,-0.31
subj_17,sit down,experience pain,jump up and down,Intrinsic,30,0.08,0.87,0.79,0.61,0.3,-0.31
